input_row,transaction_id,is_exact_duplicate
305,TXN_0000909,False
306,TXN_0000818,False
307,TXN_0000870,False
308,TXN_0000079,False
309,TXN_0000896,False
310,TXN_0000071,False
311,TXN_0000550,False
312,TXN_0000237,False
313,TXN_0000598,False
314,TXN_0000659,False
315,TXN_0000490,False
316,TXN_0000167,True
317,TXN_0000984,False
318,TXN_0000176,False
319,TXN_0000861,False
320,TXN_0000017,False
321,TXN_0000817,False
322,TXN_0000261,False
323,TXN_0000587,False
324,TXN_0000325,False
325,TXN_0000945,False
326,TXN_0000797,False
327,TXN_0000502,False
328,TXN_0000020,False
329,TXN_0000405,False
330,TXN_0000851,False
331,TXN_0000498,False
332,TXN_0000782,False
333,TXN_0000287,False
334,TXN_0000492,False
335,TXN_0000869,False
336,TXN_0000448,False
337,TXN_0000591,False
338,TXN_0000886,False
339,TXN_0000318,False
340,TXN_0000810,False
341,TXN_0000657,False
342,TXN_0000932,False
343,TXN_0000313,False
344,TXN_0000481,False
345,TXN_0000621,False
346,TXN_0000866,False
347,TXN_0000639,False
348,TXN_0000226,False
349,TXN_0000848,False
350,TXN_0000959,False
351,TXN_0000057,False
352,TXN_0000268,False
353,TXN_0000548,False
354,TXN_0000236,False
355,TXN_0000112,False
356,TXN_0000074,False
357,TXN_0000454,False
358,TXN_0000451,False
359,TXN_0000361,False
360,TXN_0000329,False
361,TXN_0000728,False
362,TXN_0000149,False
363,TXN_0000648,False
364,TXN_0000129,False
365,TXN_0000162,False
366,TXN_0000585,False
367,TXN_0000853,False
368,TXN_0000960,False
369,TXN_0000894,False
370,TXN_0000852,False
371,TXN_0000113,False
372,TXN_0000819,False
373,TXN_0000660,False
374,TXN_0000771,False
375,TXN_0000726,False
376,TXN_0000900,False
377,TXN_0000742,False
378,TXN_0000142,False
379,TXN_0000158,False
380,TXN_0000969,False
381,TXN_0000802,False
382,TXN_0000350,False
383,TXN_0000128,False
384,TXN_0000778,False
385,TXN_0000949,False
386,TXN_0000259,False
387,TXN_0000977,False
388,TXN_0000219,False
389,TXN_0000740,False
390,TXN_0000970,False
391,TXN_0000914,False
392,TXN_0000273,False
393,TXN_0000551,False
394,TXN_0000374,False
395,TXN_0000506,False
396,TXN_0000826,False
397,TXN_0000255,False
398,TXN_0000519,False
399,TXN_0000627,False
400,TXN_0000478,False
401,TXN_0000169,False
402,TXN_0000309,False
403,TXN_0000416,False
404,TXN_0000435,False
405,TXN_0000090,False
406,TXN_0000967,False
407,TXN_0000094,False
408,TXN_0000098,False
409,TXN_0000758,False
410,TXN_0000520,False
411,TXN_0000048,False
412,TXN_0000030,False
413,TXN_0000002,False
414,TXN_0000295,False
415,TXN_0000458,False
416,TXN_0000662,False
417,TXN_0000642,False
418,TXN_0000092,False
419,TXN_0000477,False
420,TXN_0000651,False
421,TXN_0000864,False
422,TXN_0000096,False
423,TXN_0000925,False
424,TXN_0000523,False
425,TXN_0000788,False
426,TXN_0000507,False
427,TXN_0000600,False
428,TXN_0000115,False
429,TXN_0000063,False
430,TXN_0000249,False
431,TXN_0000781,False
432,TXN_0000172,False
433,TXN_0000420,False
434,TXN_0000779,False
435,TXN_0000571,False
436,TXN_0000731,False
437,TXN_0000888,False
438,TXN_0000647,False
439,TXN_0000850,False
440,TXN_0000189,False
441,TXN_0000965,False
442,TXN_0000855,False
443,TXN_0000696,False
444,TXN_0000811,False
445,TXN_0000032,False
446,TXN_0000577,False
447,TXN_0000976,False
448,TXN_0000805,False
449,TXN_0000121,False
450,TXN_0000601,False
451,TXN_0000123,False
452,TXN_0000253,False
453,TXN_0000166,False
454,TXN_0000891,False
455,TXN_0000348,False
456,TXN_0000026,False
457,TXN_0000274,False
458,TXN_0000933,False
459,TXN_0000132,False
460,TXN_0000675,False
461,TXN_0000912,False
462,TXN_0000715,False
463,TXN_0000954,False
464,TXN_0000421,False
465,TXN_0000465,False
466,TXN_0000599,False
467,TXN_0000393,False
468,TXN_0000385,False
469,TXN_0000753,False
470,TXN_0000022,False
471,TXN_0000043,False
472,TXN_0000414,False
473,TXN_0000294,False
474,TXN_0000628,False
475,TXN_0000220,False
476,TXN_0000554,False
477,TXN_0000152,False
478,TXN_0000950,False
479,TXN_0000102,False
480,TXN_0000424,False
481,TXN_0000061,False
482,TXN_0000034,False
483,TXN_0000334,False
484,TXN_0000157,False
485,TXN_0000972,False
486,TXN_0000272,False
487,TXN_0000281,False
488,TXN_0000355,False
489,TXN_0000730,False
490,TXN_0000868,False
491,TXN_0000832,False
492,TXN_0000260,False
493,TXN_0000594,False
494,TXN_0000586,False
495,TXN_0000083,False
496,TXN_0000798,False
497,TXN_0000774,False
498,TXN_0000880,False
499,TXN_0000824,False
500,TXN_0000277,False
501,TXN_0000211,False
502,TXN_0000813,False
503,TXN_0000298,False
504,TXN_0000065,False
505,TXN_0000512,False
506,TXN_0000430,False
507,TXN_0000643,False
508,TXN_0000117,False
509,TXN_0000195,False
510,TXN_0000339,False
511,TXN_0000941,False
512,TXN_0000616,False
513,TXN_0000035,False
514,TXN_0000284,False
515,TXN_0000911,False
516,TXN_0000104,False
517,TXN_0000473,False
518,TXN_0000727,False
519,TXN_0000773,False
520,TXN_0000044,False
521,TXN_0000833,False
522,TXN_0000184,False
523,TXN_0000508,False
524,TXN_0000716,False
525,TXN_0000785,False
526,TXN_0000799,False
527,TXN_0000029,False
528,TXN_0000784,False
529,TXN_0000629,False
530,TXN_0000289,False
531,TXN_0000033,False
532,TXN_0000027,False
533,TXN_0000425,False
534,TXN_0000538,False
535,TXN_0000514,False
536,TXN_0000637,False
537,TXN_0000247,False
538,TXN_0000840,False
539,TXN_0000973,False
540,TXN_0000525,False
541,TXN_0000231,False
542,TXN_0000275,False
543,TXN_0000558,False
544,TXN_0000159,False
545,TXN_0000124,False
546,TXN_0000583,False
547,TXN_0000844,True
548,TXN_0000410,False
549,TXN_0000086,False
550,TXN_0000645,False
551,TXN_0000024,False
552,TXN_0000783,False
553,TXN_0000228,False
554,TXN_0000409,False
555,TXN_0000135,False
556,TXN_0000077,False
557,TXN_0000336,False
558,TXN_0000097,False
559,TXN_0000511,False
560,TXN_0000262,False
561,TXN_0000635,False
562,TXN_0000139,False
563,TXN_0000630,False
564,TXN_0000504,False
565,TXN_0000533,False
566,TXN_0000777,False
567,TXN_0000483,False
568,TXN_0000331,False
569,TXN_0000607,False
570,TXN_0000300,False
571,TXN_0000763,False
572,TXN_0000052,False
573,TXN_0000544,False
574,TXN_0000386,False
575,TXN_0000257,False
576,TXN_0000413,False
577,TXN_0000423,False
578,TXN_0000646,False
579,TXN_0000899,False
580,TXN_0000486,False
581,TXN_0000611,False
582,TXN_0000203,False
583,TXN_0000101,False
584,TXN_0000356,False
585,TXN_0000843,False
586,TXN_0000555,False
587,TXN_0000091,False
588,TXN_0000622,False
589,TXN_0000314,False
590,TXN_0000474,False
591,TXN_0000681,False
592,TXN_0000045,False
593,TXN_0000193,False
594,TXN_0000756,False
595,TXN_0000442,False
596,TXN_0000433,False
597,TXN_0000725,False
598,TXN_0000023,False
599,TXN_0000689,False
600,TXN_0000530,False
601,TXN_0000688,False
602,TXN_0000638,False
603,TXN_0000553,False
604,TXN_0000118,False
605,TXN_0000513,False
606,TXN_0000698,False
607,TXN_0000906,False
608,TXN_0000518,False
609,TXN_0000031,False
610,TXN_0000055,False
611,TXN_0000746,False
612,TXN_0000654,False
613,TXN_0000471,False
614,TXN_0000935,False
615,TXN_0000199,False
616,TXN_0000144,False
617,TXN_0000456,False
618,TXN_0000721,False
619,TXN_0000450,False
620,TXN_0000400,False
621,TXN_0000312,False
622,TXN_0000521,False
623,TXN_0000867,False
624,TXN_0000671,False
625,TXN_0000604,False
626,TXN_0000190,False
627,TXN_0000441,False
628,TXN_0000578,False
629,TXN_0000134,False
630,TXN_0000987,False
631,TXN_0000857,False
632,TXN_0000835,False
633,TXN_0000694,False
634,TXN_0000834,False
635,TXN_0000709,False
636,TXN_0000916,False
637,TXN_0000302,False
638,TXN_0000389,False
639,TXN_0000392,False
640,TXN_0000836,False
641,TXN_0000140,False
642,TXN_0000434,False
643,TXN_0000227,False
644,TXN_0000686,False
645,TXN_0000822,False
646,TXN_0000347,False
647,TXN_0000632,False
648,TXN_0000983,False
649,TXN_0000859,False
650,TXN_0000446,False
651,TXN_0000580,False
652,TXN_0000278,False
653,TXN_0000768,False
654,TXN_0000536,False
655,TXN_0000711,False
656,TXN_0000178,False
657,TXN_0000902,False
658,TXN_0000337,False
659,TXN_0000156,False
660,TXN_0000487,False
661,TXN_0000265,False
662,TXN_0000687,False
663,TXN_0000779,True
664,TXN_0000692,False
665,TXN_0000078,False
666,TXN_0000046,False
667,TXN_0000658,False
668,TXN_0000475,False
669,TXN_0000041,False
670,TXN_0000898,False
671,TXN_0000210,False
672,TXN_0000732,False
673,TXN_0000036,False
674,TXN_0000407,False
675,TXN_0000244,False
676,TXN_0000406,False
677,TXN_0000245,False
678,TXN_0000703,False
679,TXN_0000904,False
680,TXN_0000125,False
681,TXN_0000377,False
682,TXN_0000918,False
683,TXN_0000493,False
684,TXN_0000592,False
685,TXN_0000080,False
686,TXN_0000951,False
687,TXN_0000326,False
688,TXN_0000682,False
689,TXN_0000552,False
690,TXN_0000391,False
691,TXN_0000739,False
692,TXN_0000085,False
693,TXN_0000291,False
694,TXN_0000924,False
695,TXN_0000146,False
696,TXN_0000315,False
697,TXN_0000338,False
698,TXN_0000666,False
699,TXN_0000191,False
700,TXN_0000649,False
701,TXN_0000789,False
702,TXN_0000216,False
703,TXN_0000333,False
704,TXN_0000890,False
705,TXN_0000807,False
706,TXN_0000838,False
707,TXN_0000009,False
708,TXN_0000673,False
709,TXN_0000568,False
710,TXN_0000943,False
711,TXN_0000250,False
712,TXN_0000631,False
713,TXN_0000593,False
714,TXN_0000301,False
715,TXN_0000378,False
716,TXN_0000472,False
717,TXN_0000561,False
718,TXN_0000691,False
719,TXN_0000359,False
720,TXN_0000854,False
721,TXN_0000100,False
722,TXN_0000942,False
723,TXN_0000491,False
724,TXN_0000171,False
725,TXN_0000151,False
726,TXN_0000812,False
727,TXN_0000874,False
728,TXN_0000516,False
729,TXN_0000364,False
730,TXN_0000183,False
731,TXN_0000461,False
732,TXN_0000803,False
733,TXN_0000961,False
734,TXN_0000082,False
735,TXN_0000749,False
736,TXN_0000187,False
737,TXN_0000341,False
738,TXN_0000229,False
739,TXN_0000928,False
740,TXN_0000841,False
741,TXN_0000379,False
742,TXN_0000384,False
743,TXN_0000332,False
744,TXN_0000449,False
745,TXN_0000025,False
746,TXN_0000956,False
747,TXN_0000429,False
748,TXN_0000497,False
749,TXN_0000106,False
750,TXN_0000201,False
751,TXN_0000444,False
752,TXN_0000556,False
753,TXN_0000966,False
754,TXN_0000762,False
755,TXN_0000479,False
756,TXN_0000412,False
757,TXN_0000626,False
758,TXN_0000612,False
759,TXN_0000369,False
760,TXN_0000562,False
761,TXN_0000856,False
762,TXN_0000882,False
763,TXN_0000531,False
764,TXN_0000403,False
765,TXN_0000264,False
766,TXN_0000316,False
767,TXN_0000563,False
768,TXN_0000207,False
769,TXN_0000575,False
770,TXN_0000155,False
771,TXN_0000174,False
772,TXN_0000606,False
773,TXN_0000527,False
774,TXN_0000363,False
775,TXN_0000154,False
776,TXN_0000624,False
777,TXN_0000674,False
778,TXN_0000008,False
779,TXN_0000049,False
780,TXN_0000292,False
781,TXN_0000141,False
782,TXN_0000432,False
783,TXN_0000652,False
784,TXN_0000564,False
785,TXN_0000905,False
786,TXN_0000495,False
787,TXN_0000780,False
788,TXN_0000589,False
789,TXN_0000371,False
790,TXN_0000058,False
791,TXN_0000072,False
792,TXN_0000948,False
793,TXN_0000488,False
794,TXN_0000075,False
795,TXN_0000677,False
796,TXN_0000496,False
797,TXN_0000734,False
798,TXN_0000605,False
799,TXN_0000232,False
800,TXN_0000327,False
801,TXN_0000240,False
802,TXN_0000873,False
803,TXN_0000411,False
804,TXN_0000241,False
805,TXN_0000712,False
806,TXN_0000215,False
807,TXN_0000825,False
808,TXN_0000766,False
809,TXN_0000148,False
810,TXN_0000267,False
811,TXN_0000676,False
812,TXN_0000319,False
813,TXN_0000059,False
814,TXN_0000119,False
815,TXN_0000368,False
816,TXN_0000862,False
817,TXN_0000084,False
818,TXN_0000388,False
819,TXN_0000936,False
820,TXN_0000436,False
821,TXN_0000760,False
822,TXN_0000656,False
823,TXN_0000160,False
824,TXN_0000089,False
825,TXN_0000747,False
826,TXN_0000808,False
827,TXN_0000710,False
828,TXN_0000596,False
829,TXN_0000145,False
830,TXN_0000581,False
831,TXN_0000415,False
832,TXN_0000402,False
833,TXN_0000344,False
834,TXN_0000699,False
835,TXN_0000737,False
836,TXN_0000126,False
837,TXN_0000503,True
838,TXN_0000484,False
839,TXN_0000218,False
840,TXN_0000457,False
841,TXN_0000345,False
842,TXN_0000775,False
843,TXN_0000485,False
844,TXN_0000306,False
845,TXN_0000230,False
846,TXN_0000764,False
847,TXN_0000875,False
848,TXN_0000175,False
849,TXN_0000147,False
850,TXN_0000397,False
851,TXN_0000330,False
852,TXN_0000214,False
853,TXN_0000582,False
854,TXN_0000150,False
855,TXN_0000489,False
856,TXN_0000014,False
857,TXN_0000920,False
858,TXN_0000590,False
859,TXN_0000940,False
860,TXN_0000322,False
861,TXN_0000053,False
862,TXN_0000883,False
863,TXN_0000751,False
864,TXN_0000860,False
865,TXN_0000001,False
866,TXN_0000706,False
867,TXN_0000482,False
868,TXN_0000988,False
869,TXN_0000351,False
870,TXN_0000884,False
871,TXN_0000636,False
872,TXN_0000066,False
873,TXN_0000018,False
874,TXN_0000608,False
875,TXN_0000276,False
876,TXN_0000718,False
877,TXN_0000584,False
878,TXN_0000428,False
879,TXN_0000733,False
880,TXN_0000234,False
881,TXN_0000644,False
882,TXN_0000787,False
883,TXN_0000235,False
884,TXN_0000897,False
885,TXN_0000426,False
886,TXN_0000743,False
887,TXN_0000019,False
888,TXN_0000342,False
889,TXN_0000907,False
890,TXN_0000263,False
891,TXN_0000056,False
892,TXN_0000163,False
893,TXN_0000357,False
894,TXN_0000729,False
895,TXN_0000952,False
896,TXN_0000690,False
897,TXN_0000093,False
898,TXN_0000823,False
899,TXN_0000684,False
900,TXN_0000955,False
901,TXN_0000522,False
902,TXN_0000271,True
903,TXN_0000343,False
904,TXN_0000981,False
905,TXN_0000939,False
906,TXN_0000923,False
907,TXN_0000290,False
908,TXN_0000466,False
909,TXN_0000667,False
910,TXN_0000470,False
911,TXN_0000238,False
912,TXN_0000741,False
913,TXN_0000524,False
914,TXN_0000927,False
915,TXN_0000847,False
916,TXN_0000303,False
917,TXN_0000068,False
918,TXN_0000745,False
919,TXN_0000683,False
920,TXN_0000180,False
921,TXN_0000005,False
922,TXN_0000529,False
923,TXN_0000962,False
924,TXN_0000185,False
925,TXN_0000517,False
926,TXN_0000116,False
927,TXN_0000133,False
928,TXN_0000816,False
929,TXN_0000467,False
930,TXN_0000828,False
931,TXN_0000719,False
932,TXN_0000634,False
933,TXN_0000620,False
934,TXN_0000286,False
935,TXN_0000557,False
936,TXN_0000188,False
937,TXN_0000597,False
938,TXN_0000903,False
939,TXN_0000221,False
940,TXN_0000572,False
941,TXN_0000722,False
942,TXN_0000887,False
943,TXN_0000021,False
944,TXN_0000194,False
945,TXN_0000892,False
946,TXN_0000770,False
947,TXN_0000617,False
948,TXN_0000067,False
949,TXN_0000251,False
950,TXN_0000209,False
951,TXN_0000307,False
952,TXN_0000801,False
953,TXN_0000765,False
954,TXN_0000767,False
955,TXN_0000213,False
956,TXN_0000672,False
957,TXN_0000280,False
958,TXN_0000206,False
959,TXN_0000663,False
960,TXN_0000526,False
961,TXN_0000283,False
962,TXN_0000335,False
963,TXN_0000717,False
964,TXN_0000431,False
965,TXN_0000380,False
966,TXN_0000004,False
967,TXN_0000537,False
968,TXN_0000012,False
969,TXN_0000929,False
970,TXN_0000964,False
971,TXN_0000827,False
972,TXN_0000480,False
973,TXN_0000168,False
974,TXN_0000615,False
975,TXN_0000016,False
976,TXN_0000131,False
977,TXN_0000165,False
978,TXN_0000321,False
979,TXN_0000664,False
980,TXN_0000975,False
981,TXN_0000661,False
982,TXN_0000070,False
983,TXN_0000668,False
984,TXN_0000460,False
985,TXN_0000242,False
986,TXN_0000095,False
987,TXN_0000863,False
988,TXN_0000354,False
989,TXN_0000724,False
990,TXN_0000856,True
991,TXN_0000921,False
992,TXN_0000370,False
993,TXN_0000362,False
994,TXN_0000865,False
995,TXN_0000809,False
996,TXN_0000547,False
997,TXN_0000510,False
998,TXN_0000237,True
999,TXN_0000372,False
1000,TXN_0000982,False
